Item_Store_ID,Item_Store_Returns
DRI11_BABATUNJI045,4705.275
DRI13_BABATUNJI013,9212.842
DRI13_BABATUNJI018,8800.21
DRI13_BABATUNJI046,9482.818
DRI25_BABATUNJI017,3593.9822
DRI25_BABATUNJI027,6580.312
DRI25_BABATUNJI045,3988.7253
DRI25_BABATUNJI046,1992.5823
DRI25_BABATUNJI049,2007.9823
DRI37_BABATUNJI017,4492.263
DRI37_BABATUNJI018,2007.1283
DRI37_BABATUNJI027,8883.932
DRI37_BABATUNJI046,1871.152
DRI37_BABATUNJI049,1863.5785
DRI39_BABATUNJI017,3524.1775
DRI39_BABATUNJI018,2029.1382
DRI39_BABATUNJI027,9392.919
DRI39_BABATUNJI035,3462.9844
DRI49_BABATUNJI018,5493.495
DRI49_BABATUNJI035,5811.568
DRI49_BABATUNJI045,5811.568
DRI49_BABATUNJI046,5528.333
DRJ11_BABATUNJI010,1835.9242
DRJ11_BABATUNJI013,9827.714
DRJ23_BABATUNJI010,1325.0646
DRJ23_BABATUNJI013,7260.534
DRJ24_BABATUNJI010,1188.7345
DRJ24_BABATUNJI013,6497.3354
DRJ25_BABATUNJI017,4605.547
DRJ25_BABATUNJI018,1846.3508
DRJ25_BABATUNJI045,4351.677
DRJ25_BABATUNJI049,1695.7236
DRJ35_BABATUNJI017,3741.6204
DRJ35_BABATUNJI046,1714.2963
DRJ39_BABATUNJI013,9880.144
DRJ39_BABATUNJI018,9673.605
DRJ39_BABATUNJI046,9880.144
DRJ47_BABATUNJI013,6696.764
DRJ49_BABATUNJI045,5668.0864
DRJ51_BABATUNJI013,9310.237
DRJ51_BABATUNJI049,9877.663
DRJ59_BABATUNJI027,10520.1455
DRJ59_BABATUNJI045,4621.4854
DRJ59_BABATUNJI046,1633.3333
DRJ59_BABATUNJI049,1667.4303
DRK01_BABATUNJI017,4694.388
DRK01_BABATUNJI018,3767.4783
DRK01_BABATUNJI035,4694.388
DRK01_BABATUNJI045,4681.6855
DRK12_BABATUNJI017,3690.2417
DRK12_BABATUNJI018,1904.1975
DRK12_BABATUNJI027,7906.74
DRK12_BABATUNJI035,3699.4502
DRK12_BABATUNJI045,3628.413
DRK12_BABATUNJI049,2002.8722
DRK13_BABATUNJI013,6893.2363
DRK13_BABATUNJI046,9245.588
DRK23_BABATUNJI013,10488.853
DRK23_BABATUNJI018,9829.44
DRK23_BABATUNJI049,10395.933
DRK35_BABATUNJI017,4007.4016
DRK35_BABATUNJI019,418.73254
DRK35_BABATUNJI027,8758.948
DRK35_BABATUNJI035,3999.4934
DRK35_BABATUNJI045,3994.6992
DRK35_BABATUNJI046,2037.5833
DRK35_BABATUNJI049,2236.2246
DRK37_BABATUNJI010,2248.3704
DRK39_BABATUNJI017,4879.3164
DRK39_BABATUNJI027,9989.874
DRK39_BABATUNJI046,4751.598
DRK39_BABATUNJI049,4582.0923
DRK47_BABATUNJI013,9984.188
DRK47_BABATUNJI018,6987.3506
DRK47_BABATUNJI046,9852.793
DRK47_BABATUNJI049,9401.798
DRK49_BABATUNJI017,3709.9302
DRK49_BABATUNJI019,365.6594
DRK49_BABATUNJI027,8791.182
DRK49_BABATUNJI035,3677.5508
DRK49_BABATUNJI046,1760.5103
DRK49_BABATUNJI049,1875.9205
DRK59_BABATUNJI010,1869.3574
DRK59_BABATUNJI018,7194.876
DRL01_BABATUNJI010,1802.0958
DRL01_BABATUNJI013,7816.972
DRL01_BABATUNJI049,7077.302
DRL23_BABATUNJI035,5679.2295
DRL23_BABATUNJI045,5823.876
DRL35_BABATUNJI017,4078.8242
DRL35_BABATUNJI027,9259.764
DRL35_BABATUNJI035,4086.2751
DRL35_BABATUNJI045,4086.2751
DRL35_BABATUNJI049,1845.9977
DRL37_BABATUNJI017,6652.292
DRL37_BABATUNJI018,2366.3918
DRL37_BABATUNJI027,9196.937
DRL37_BABATUNJI035,3868.0972
DRL37_BABATUNJI045,3879.6692
DRL37_BABATUNJI049,2114.694
DRL47_BABATUNJI027,6397.1396
DRL47_BABATUNJI045,4779.8223
DRL59_BABATUNJI019,553.66284
DRL59_BABATUNJI035,5637.645
DRM11_BABATUNJI013,9790.832
DRM11_BABATUNJI018,6231.1196
DRM11_BABATUNJI046,8843.952
DRM23_BABATUNJI013,5908.0615
DRM37_BABATUNJI010,1628.6512
DRM37_BABATUNJI013,8479.25
DRM47_BABATUNJI010,1164.8281
DRM48_BABATUNJI027,8440.446
DRM48_BABATUNJI045,4246.726
DRM48_BABATUNJI046,1743.4686
DRM48_BABATUNJI049,1749.442
DRM49_BABATUNJI017,4444.838
DRM49_BABATUNJI035,4482.977
DRM49_BABATUNJI045,4444.838
DRM49_BABATUNJI049,2467.6624
DRN35_BABATUNJI018,1810.4753
DRN35_BABATUNJI035,3649.7095
DRN35_BABATUNJI046,1776.2017
DRN35_BABATUNJI049,2120.432
DRN36_BABATUNJI019,626.4122
DRN36_BABATUNJI027,9196.937
DRN36_BABATUNJI035,4500.1143
DRN36_BABATUNJI045,4481.7373
DRN37_BABATUNJI013,6344.498
DRN47_BABATUNJI010,1092.9985
DRN47_BABATUNJI013,6952.798
DRN59_BABATUNJI017,3642.2153
DRN59_BABATUNJI027,8809.125
DRN59_BABATUNJI045,3629.827
DRN59_BABATUNJI049,1790.6108
DRO35_BABATUNJI045,4482.6084
DRO47_BABATUNJI035,4889.173
DRO59_BABATUNJI017,4014.5818
DRO59_BABATUNJI019,541.2031
DRO59_BABATUNJI045,4016.4214
DRO59_BABATUNJI049,3080.4666
DRP35_BABATUNJI027,8520.522
DRP35_BABATUNJI045,4234.2837
DRP47_BABATUNJI013,7506.866
DRP47_BABATUNJI046,7506.866
DRP47_BABATUNJI049,7695.199
DRQ35_BABATUNJI027,8374.281
DRQ35_BABATUNJI035,5101.684
DRQ35_BABATUNJI045,4883.8726
DRY23_BABATUNJI017,5122.701
DRY23_BABATUNJI019,479.26154
DRY23_BABATUNJI027,9816.91
DRY23_BABATUNJI035,5122.701
DRY23_BABATUNJI046,2430.6501
DRY23_BABATUNJI049,2487.432
DRZ11_BABATUNJI027,10036.514
DRZ11_BABATUNJI045,4392.4443
DRZ24_BABATUNJI027,9717.609
DRZ24_BABATUNJI045,5878.055
FDA01_BABATUNJI017,3957.1233
FDA01_BABATUNJI018,2493.307
FDA01_BABATUNJI027,9752.865
FDA01_BABATUNJI035,3968.8093
FDA01_BABATUNJI045,3904.6475
FDA01_BABATUNJI046,2089.4285
FDA04_BABATUNJI013,9660.31
FDA04_BABATUNJI018,9433.145
FDA04_BABATUNJI035,9142.444
FDA04_BABATUNJI046,9680.413
FDA04_BABATUNJI049,8996.381
FDA07_BABATUNJI027,9127.823
FDA07_BABATUNJI035,5686.338
FDA07_BABATUNJI045,5446.3887
FDA10_BABATUNJI027,6104.894
FDA10_BABATUNJI035,4428.8984
FDA11_BABATUNJI017,4815.843
FDA11_BABATUNJI018,3731.5808
FDA11_BABATUNJI027,8906.589
FDA11_BABATUNJI045,4455.7427
FDA13_BABATUNJI017,3592.7612
FDA13_BABATUNJI018,1974.1036
FDA13_BABATUNJI019,520.2137
FDA13_BABATUNJI027,9231.647
FDA13_BABATUNJI035,3583.8276
FDA13_BABATUNJI045,3581.8528
FDA13_BABATUNJI049,1839.0825
FDA15_BABATUNJI010,1818.5118
FDA15_BABATUNJI013,12580.697
FDA15_BABATUNJI018,11594.006
FDA15_BABATUNJI049,12966.414
FDA16_BABATUNJI018,8901.668
FDA16_BABATUNJI046,7815.6772
FDA20_BABATUNJI013,10223.444
FDA21_BABATUNJI013,7119.1553
FDA23_BABATUNJI017,3871.1436
FDA23_BABATUNJI027,8156.2676
FDA23_BABATUNJI035,4282.065
FDA25_BABATUNJI017,4144.3237
FDA25_BABATUNJI018,4437.596
FDA25_BABATUNJI035,4158.439
FDA25_BABATUNJI045,4171.9897
FDA26_BABATUNJI013,10634.761
FDA26_BABATUNJI018,8328.526
FDA27_BABATUNJI018,6444.001
FDA27_BABATUNJI046,7110.0063
FDA27_BABATUNJI049,6510.428
FDA28_BABATUNJI027,8962.475
FDA32_BABATUNJI010,1333.2922
FDA32_BABATUNJI018,8638.634
FDA32_BABATUNJI046,9704.714
FDA34_BABATUNJI013,8464.374
FDA35_BABATUNJI027,9747.904
FDA36_BABATUNJI013,7284.312
FDA37_BABATUNJI035,4482.116
FDA38_BABATUNJI013,11970.221
FDA38_BABATUNJI018,7045.5684
FDA38_BABATUNJI049,12380.987
FDA39_BABATUNJI017,4810.8784
FDA39_BABATUNJI018,2489.3125
FDA39_BABATUNJI027,10021.71
FDA39_BABATUNJI035,4834.349
FDA39_BABATUNJI046,2562.003
FDA39_BABATUNJI049,2506.2422
FDA40_BABATUNJI017,4013.6606
FDA40_BABATUNJI035,3993.2146
FDA40_BABATUNJI046,4336.021
FDA40_BABATUNJI049,3289.7954
FDA43_BABATUNJI010,1603.178
FDA43_BABATUNJI013,9423.119
FDA44_BABATUNJI017,3823.4905
FDA44_BABATUNJI018,2188.9329
FDA44_BABATUNJI027,7436.1357
FDA44_BABATUNJI035,3947.9233
FDA44_BABATUNJI045,3876.9202
FDA44_BABATUNJI049,2304.805
FDA45_BABATUNJI013,7093.1245
FDA46_BABATUNJI013,7365.4893
FDA48_BABATUNJI046,7641.298
FDA49_BABATUNJI019,574.9106
FDA49_BABATUNJI027,7468.9688
FDA49_BABATUNJI035,3786.8533
FDA49_BABATUNJI046,2568.074
FDA49_BABATUNJI049,2655.5151
FDA50_BABATUNJI017,3896.636
FDA50_BABATUNJI019,577.1238
FDA50_BABATUNJI027,9175.962
FDA50_BABATUNJI035,3913.0369
FDA51_BABATUNJI027,9809.293
FDA52_BABATUNJI013,6288.259
FDA55_BABATUNJI013,8689.019
FDA55_BABATUNJI018,6781.661
FDA56_BABATUNJI027,9717.609
FDA56_BABATUNJI045,5594.3843
FDA57_BABATUNJI027,7064.0435
FDA57_BABATUNJI045,3928.324
FDA58_BABATUNJI013,11347.683
FDA58_BABATUNJI046,11596.442
FDB02_BABATUNJI013,6587.7573
FDB03_BABATUNJI013,8019.6245
FDB03_BABATUNJI018,8409.802
FDB03_BABATUNJI046,8019.6245
FDB03_BABATUNJI049,8322.681
FDB04_BABATUNJI017,4064.8267
FDB04_BABATUNJI019,493.20227
FDB04_BABATUNJI027,9629.433
FDB04_BABATUNJI035,3845.6853
FDB04_BABATUNJI045,4041.4998
FDB04_BABATUNJI046,3133.268
FDB05_BABATUNJI046,12192.85
FDB05_BABATUNJI049,12564.65
FDB10_BABATUNJI018,7136.039
FDB10_BABATUNJI049,9887.874
FDB11_BABATUNJI013,7346.8726
FDB12_BABATUNJI035,5155.247
FDB14_BABATUNJI018,3899.3503
FDB14_BABATUNJI019,504.45578
FDB14_BABATUNJI027,6834.2773
FDB14_BABATUNJI035,6063.079
FDB14_BABATUNJI045,6039.4155
FDB15_BABATUNJI010,2194.335
FDB15_BABATUNJI013,9195.59
FDB15_BABATUNJI018,8414.558
FDB15_BABATUNJI035,9812.152
FDB15_BABATUNJI046,9270.009
FDB15_BABATUNJI049,9691.826
FDB16_BABATUNJI035,3525.0137
FDB16_BABATUNJI045,3617.7734
FDB16_BABATUNJI046,2896.842
FDB16_BABATUNJI049,3306.3906
FDB17_BABATUNJI010,867.56287
FDB17_BABATUNJI013,6637.1353
FDB20_BABATUNJI017,4859.9624
FDB20_BABATUNJI035,4571.5283
FDB20_BABATUNJI045,4733.0303
FDB20_BABATUNJI049,3317.7725
FDB21_BABATUNJI018,7640.119
FDB23_BABATUNJI013,8796.134
FDB23_BABATUNJI018,7671.2046
FDB26_BABATUNJI017,4227.715
FDB26_BABATUNJI027,10154.004
FDB26_BABATUNJI035,4227.715
FDB26_BABATUNJI045,4215.326
FDB26_BABATUNJI046,1971.1343
FDB27_BABATUNJI010,939.1518
FDB27_BABATUNJI046,8460.778
FDB28_BABATUNJI010,1057.0582
FDB28_BABATUNJI013,7143.238
FDB29_BABATUNJI035,4459.9897
FDB29_BABATUNJI045,4270.448
FDB32_BABATUNJI017,5231.8867
FDB32_BABATUNJI018,3740.644
FDB32_BABATUNJI019,592.0966
FDB32_BABATUNJI027,8632.09
FDB32_BABATUNJI035,5943.9385
FDB34_BABATUNJI017,6332.047
FDB34_BABATUNJI018,2886.573
FDB34_BABATUNJI027,8731.432
FDB34_BABATUNJI035,5580.729
FDB34_BABATUNJI045,5580.729
FDB34_BABATUNJI049,3043.2761
FDB35_BABATUNJI017,4237.839
FDB35_BABATUNJI018,4167.334
FDB35_BABATUNJI019,523.46716
FDB35_BABATUNJI045,4214.511
FDB35_BABATUNJI046,3953.895
FDB36_BABATUNJI027,11122.831
FDB37_BABATUNJI013,7657.4263
FDB37_BABATUNJI046,7658.888
FDB37_BABATUNJI049,7898.6465
FDB39_BABATUNJI017,3310.6465
FDB39_BABATUNJI019,552.3065
FDB39_BABATUNJI035,3311.438
FDB39_BABATUNJI045,3331.5022
FDB39_BABATUNJI049,1723.7227
FDB41_BABATUNJI018,1888.4916
FDB41_BABATUNJI019,500.6102
FDB41_BABATUNJI035,3642.8984
FDB41_BABATUNJI045,3695.8525
FDB41_BABATUNJI046,1755.4563
FDB44_BABATUNJI013,7804.4043
FDB44_BABATUNJI046,7725.0728
FDB45_BABATUNJI019,664.0734
FDB45_BABATUNJI045,6079.6587
FDB47_BABATUNJI013,9874.423
FDB49_BABATUNJI018,3997.3188
FDB49_BABATUNJI019,473.6548
FDB49_BABATUNJI045,4475.837
FDB50_BABATUNJI017,4757.8047
FDB50_BABATUNJI018,3785.784
FDB50_BABATUNJI045,4680.2095
FDB50_BABATUNJI046,2984.4375
FDB50_BABATUNJI049,2913.5823
FDB51_BABATUNJI017,3561.4934
FDB51_BABATUNJI018,1911.5986
FDB51_BABATUNJI035,3713.2485
FDB51_BABATUNJI045,3575.1296
FDB51_BABATUNJI046,1928.9501
FDB52_BABATUNJI013,7453.337
FDB52_BABATUNJI018,8137.496
FDB52_BABATUNJI049,6149.695
FDB56_BABATUNJI013,8489.601
FDB57_BABATUNJI013,8217.443
FDB57_BABATUNJI046,7568.2085
FDB59_BABATUNJI046,4495.71
FDB60_BABATUNJI010,1227.0143
FDB60_BABATUNJI013,8640.381
FDC02_BABATUNJI010,1366.0319
FDC02_BABATUNJI013,9090.914
FDC02_BABATUNJI018,10423.627
FDC02_BABATUNJI046,8936.857
FDC03_BABATUNJI013,9576.694
FDC04_BABATUNJI018,9991.818
FDC04_BABATUNJI049,10374.278
FDC08_BABATUNJI010,2218.9673
FDC08_BABATUNJI013,7929.6743
FDC08_BABATUNJI046,7929.6743
FDC08_BABATUNJI049,8640.973
FDC09_BABATUNJI018,4521.0396
FDC09_BABATUNJI045,6162.127
FDC10_BABATUNJI027,9652.127
FDC10_BABATUNJI035,4543.5386
FDC11_BABATUNJI018,3908.2117
FDC11_BABATUNJI027,6104.894
FDC11_BABATUNJI046,3865.7803
FDC14_BABATUNJI017,3726.6243
FDC14_BABATUNJI018,2048.2888
FDC14_BABATUNJI019,488.32144
FDC14_BABATUNJI027,9821.552
FDC14_BABATUNJI046,1802.9143
FDC14_BABATUNJI049,1882.59
FDC16_BABATUNJI017,5742.341
FDC16_BABATUNJI018,3184.1816
FDC16_BABATUNJI027,10473.69
FDC16_BABATUNJI035,5741.954
FDC16_BABATUNJI045,5742.341
FDC16_BABATUNJI046,4429.897
FDC16_BABATUNJI049,3184.429
FDC17_BABATUNJI013,10849.115
FDC17_BABATUNJI046,10353.231
FDC20_BABATUNJI017,4186.4893
FDC20_BABATUNJI018,1814.9117
FDC20_BABATUNJI019,453.8782
FDC20_BABATUNJI035,4521.128
FDC20_BABATUNJI045,4700.414
FDC20_BABATUNJI046,1418.676
FDC21_BABATUNJI017,4287.043
FDC21_BABATUNJI019,700.25037
FDC22_BABATUNJI013,6781.8965
FDC26_BABATUNJI035,4528.772
FDC28_BABATUNJI017,4712.5776
FDC28_BABATUNJI019,892.51154
FDC28_BABATUNJI027,8802.75
FDC28_BABATUNJI045,4105.1455
FDC29_BABATUNJI027,10588.569
FDC29_BABATUNJI035,6316.1455
FDC32_BABATUNJI019,573.93243
FDC32_BABATUNJI027,9107.441
FDC32_BABATUNJI035,3985.0398
FDC32_BABATUNJI045,4045.6685
FDC33_BABATUNJI013,8291.206
FDC33_BABATUNJI046,8129.6797
FDC35_BABATUNJI010,1586.0197
FDC35_BABATUNJI013,9428.061
FDC35_BABATUNJI046,9463.518
FDC37_BABATUNJI019,772.31177
FDC39_BABATUNJI013,9501.411
FDC40_BABATUNJI017,3751.1982
FDC40_BABATUNJI018,2535.5613
FDC40_BABATUNJI035,3761.8228
FDC40_BABATUNJI049,2594.9233
FDC41_BABATUNJI017,4495.083
FDC41_BABATUNJI019,627.3026
FDC41_BABATUNJI027,8879.188
FDC41_BABATUNJI046,2847.4338
FDC41_BABATUNJI049,2754.5776
FDC44_BABATUNJI027,9246.913
FDC44_BABATUNJI045,5593.259
FDC46_BABATUNJI010,1890.4811
FDC46_BABATUNJI013,7068.6055
FDC47_BABATUNJI010,2166.9216
FDC47_BABATUNJI013,8919.267
FDC47_BABATUNJI018,8067.386
FDC48_BABATUNJI017,4709.9717
FDC48_BABATUNJI019,535.62506
FDC48_BABATUNJI035,4692.458
FDC48_BABATUNJI046,3362.653
FDC50_BABATUNJI017,5002.228
FDC50_BABATUNJI018,4390.702
FDC50_BABATUNJI027,8814.461
FDC50_BABATUNJI035,5618.8174
FDC50_BABATUNJI045,4997.1914
FDC51_BABATUNJI035,6399.694
FDC51_BABATUNJI045,5569.5693
FDC53_BABATUNJI018,3587.4543
FDC53_BABATUNJI027,9717.609
FDC53_BABATUNJI035,4928.9824
FDC56_BABATUNJI035,5905.424
FDC57_BABATUNJI013,8375.095
FDC58_BABATUNJI017,3546.7002
FDC58_BABATUNJI018,1787.8142
FDC58_BABATUNJI027,10422.926
FDC58_BABATUNJI035,3546.7207
FDC59_BABATUNJI017,3933.5457
FDC59_BABATUNJI018,3063.321
FDC59_BABATUNJI027,9033.549
FDC59_BABATUNJI035,3934.0212
FDC59_BABATUNJI045,4003.3743
FDC59_BABATUNJI049,4366.0884
FDC60_BABATUNJI017,4951.5547
FDC60_BABATUNJI019,577.82623
FDC60_BABATUNJI046,4129.5903
FDD02_BABATUNJI045,4665.1553
FDD03_BABATUNJI013,8415.19
FDD03_BABATUNJI018,6413.6694
FDD03_BABATUNJI046,8415.19
FDD05_BABATUNJI027,6880.9106
FDD05_BABATUNJI045,5741.7734
FDD08_BABATUNJI017,3674.0493
FDD08_BABATUNJI018,1869.2334
FDD08_BABATUNJI027,8548.254
FDD08_BABATUNJI035,3649.4927
FDD08_BABATUNJI049,1931.807
FDD09_BABATUNJI013,6082.882
FDD10_BABATUNJI010,1812.9655
FDD10_BABATUNJI013,6044.9917
FDD11_BABATUNJI013,9393.236
FDD11_BABATUNJI018,10740.142
FDD14_BABATUNJI013,5220.243
FDD16_BABATUNJI019,532.05927
FDD16_BABATUNJI035,4800.768
FDD16_BABATUNJI046,2716.6765
FDD17_BABATUNJI010,1409.7937
FDD17_BABATUNJI013,9949.666
FDD17_BABATUNJI046,10137.982
FDD17_BABATUNJI049,10241.366
FDD20_BABATUNJI027,9010.598
FDD21_BABATUNJI035,4571.0254
FDD26_BABATUNJI010,1485.1615
FDD28_BABATUNJI017,4578.017
FDD28_BABATUNJI027,9027.041
FDD28_BABATUNJI046,1942.5615
FDD28_BABATUNJI049,2074.0544
FDD29_BABATUNJI010,2287.422
FDD29_BABATUNJI013,10793.257
FDD29_BABATUNJI018,11003.332
FDD29_BABATUNJI046,10793.257
FDD29_BABATUNJI049,11038.775
FDD32_BABATUNJI017,3934.902
FDD32_BABATUNJI018,3050.8499
FDD33_BABATUNJI013,8430.828
FDD33_BABATUNJI018,7855.038
FDD35_BABATUNJI027,8923.174
FDD35_BABATUNJI035,5189.097
FDD35_BABATUNJI045,5468.8257
FDD36_BABATUNJI027,9178.961
FDD38_BABATUNJI017,7180.1914
FDD38_BABATUNJI019,702.1895
FDD38_BABATUNJI027,10500.076
FDD38_BABATUNJI035,5642.6167
FDD38_BABATUNJI045,5525.8228
FDD39_BABATUNJI013,7349.387
FDD39_BABATUNJI018,6060.173
FDD39_BABATUNJI046,7349.387
FDD40_BABATUNJI013,8811.2
FDD41_BABATUNJI017,3410.5159
FDD41_BABATUNJI027,10142.708
FDD41_BABATUNJI045,3484.2039
FDD44_BABATUNJI013,9127.684
FDD44_BABATUNJI018,8380.1045
FDD44_BABATUNJI046,10182.323
FDD44_BABATUNJI049,10212.118
FDD45_BABATUNJI018,3073.5703
FDD45_BABATUNJI035,4572.9727
FDD45_BABATUNJI045,4569.7373
FDD47_BABATUNJI013,9782.265
FDD48_BABATUNJI045,4567.8525
